responseID,VCF0101,VCF0104,VCF0105a,VCF0110,VCF0111,VCF0114,VCF0127,VCF0128,VCF0130,VCF0140,VCF0143,VCF0146,VCF0147,VCF0901b,VCF0302,VCF0310,VCF0705,VCF0733,VCF0849
1219,38,2,1,4, ,2,1,1,3,6,1,1,1,LA,1,2,0,9,5
1220,66,2,2,4, ,3,1,4,2,6,1,1,1,NV,5,3,1,2,1
1221,58,1,1,4, ,4,2,1,5,6,1,9,1,MS,1,2,1,7,5
1222,27,1,5,2, ,3,2,2,3,3,1,9,2,TX,2,3,0,2,5
1223,28,2,1,4, ,3,2,4,5,6,1,9,2,TX,5,3,1,7,1
1224,50,1,2,3, ,4,1,4,5,5,1,9,1,IL,5,1,1,5,1
1225,25,2,1,4, ,2,2,4,5,6,1,2,2,WI,5,2,3,7,1
1226,53,1,1,4, ,5,2,4,5,6,1,1,1,IL,5,2,1,7,1
1227,80,1,1,4, ,3,1,2,1,6,1,1,1,MT,5,3,1,7,1
1228,0,0,9,4, ,1,2,4,1,6,9,9,3,GA,2,3,0,9,5
1229,70,2,1,2, ,3,2,2,4,3,1,1,7,LA,1,3,0,9,5
1230,64,2,1,2, ,2,2,1,5,3,1,9,1,AZ,1,3,2,7,1
1231,59,2,1,3, ,1,2,1,5,5,1,1,5,VA,2,3,1,6,1
1232,77,1,1,2, ,3,2,4,5,3,1,9,3,PA,2,3,2,7,5
1233,49,1,1,4, ,2,2,4,5,6,1,9,1,WA,5,3,1,5,1
1234,51,2,1,4, ,1,1,4,5,6,1,9,1,CA,1,2,2,3,5
1235,69,2,1,3, ,5,2,4,1,5,1,1,1,UT,1,2,2,3,5
1236,69,1,1,3, ,0,2,4,1,5,1,9,1,UT,2,3,1,1,1
1237,30,1,2,3, ,1,2,1,3,5,1,9,7,SC,4,2,0,7,1
1238,31,1,1,4, ,5,2,4,5,6,1,1,1,DC,5,3,1,7,1
1239,26,2,5,4, ,1,2,2,5,6,5,2,7,CA,5,2,1,9,1
1240,68,1,1,4, ,4,2,2,2,6,1,9,1,TX,1,3,2,7,5
1241,67,1,1,2, ,1,2,4,5,3,1,2,2,TX,5,3,0,6,1
1242,46,1,5,4, ,4,2,4,4,6,1,9,1,NM,2,1,1,2,1
1243,40,1,5,4, ,5,2,2,5,6,5,9,1,IL,5,2,1,7,1
1244,23,1,1,2, ,1,1,2,5,3,1,9,2,NJ,1,2,0,7,5
1245,72,1,1,4, ,4,2,2,2,6,1,9,1,IN,1,3,1,3,5
1246,38,1,1,3, ,4,2,1,5,4,1,9,1,AL,2,3,1,7,1
1247,76,2,1,4, ,3,2,1,2,6,1,1,1,SC,1,1,2,4,5
1248,73,1,1,3, ,3,2,1,1,5,1,9,1,TN,1,2,2,2,5
1249,34,2,1,4, ,4,2,2,5,6,1,9,1,MI,5,2,1,4,1
1250,36,2,1,3, ,3,2,1,5,4,1,1,2,MI,5,1,1,4,1
1251,80,1,1,3, ,3,2,2,1,5,1,1,1,OH,1,3,2,1,5
1252,76,1,1,3, ,3,2,1,1,4,1,9,1,GA,1,3,2,2,5
1253,66,2,1,4, ,4,2,2,5,6,1,9,1,CA,2,3,1,7,1
1254,74,1,1,2, ,1,2,1,5,3,1,9,3,FL,2,1,0,7,1
1255,44,2,1,4, ,4,2,4,5,6,1,9,1,ME,1,3,1,7,5
1256,30,2,1,3, ,2,1,4,5,5,1,9,7,NY,5,2,1,5,1
1257,61,2,1,3, ,3,2,4,1,4,1,9,3,IN,5,2,2,2,5
1258,79,2,3,2, ,1,2,4,5,3,5,9,5,NY,5,2,2,4,5
1259,23,1,1,2, ,3,2,4,4,3,1,9,7,OH,1,2,2,5,5
1260,38,1,1,2, ,2,2,1,5,3,1,2,3,TX,5,2,0,7,1
1261,75,1,1,4, ,3,2,2,5,6,1,9,1,MN,5,3,1,7,1
1262,29,2,1,3, ,3,2,1,4,4,5,9,1,TN,1,2,2,3,5
1263,33,2,1,3, ,3,2,2,3,5,1,2,1,LA,4,2,1,1,1
1264,59,1,1,3, ,1,2,1,2,4,1,1,4,OK,5,2,0,2,1
1265,72,1,1,1, ,1,2,1,1,2,1,2,4,SC,5,3,1,7,6
1266,49,2,1,4, ,4,1,1,3,6,1,9,1,TN,5,1,0,9,1
1267,52,2,1,3, ,2,2,4,5,5,1,9,2,OK,1,1,0,9,1
1268,52,2,1,4, ,4,2,4,2,6,1,9,1,CA,1,3,2,6,5
1269,41,2,1,3, ,4,2,4,5,4,1,9,1,MI,5,2,1,5,1
1270,0,2,2,4, ,4,2,1,2,6,1,9,2,FL,5,2,1,7,1
1271,52,1,5,4, ,3,2,4,5,6,5,1,1,MD,2,3,2,7,5
1272,67,2,1,4, ,1,2,4,5,6,5,1,5,NC,2,3,1,4,1
1273,53,1,1,3, ,3,2,1,4,5,1,9,1,IL,2,3,1,7,5
1274,34,2,4,4, ,4,2,4,4,6,5,9,1,OH,2,2,1,6,1
1275,71,2,1,2, ,1,2,4,5,3,1,1,1,UT,2,2,1,0,5
1276,28,1,1,3, ,3,2,1,5,4,1,9,1,NC,1,1,0,3,5
1277,66,1,1,4, ,1,2,2,5,6,5,1,3,CA,1,3,2,5,5
1278,69,2,1,2, ,3,2,1,5,3,1,9,1,VT,5,3,2,1,1
1279,46,2,1,3, ,3,2,4,5,4,1,2,4,KY,2,3,1,3,1
1280,42,1,1,3, ,3,2,4,9,4,1,9,1,FL,2,1,0,9,6
1281,24,2,6,1, ,1,2,4,5,2,1,2,2,MN,5,1,0,5,1
1282,53,1,1,4, ,4,1,1,5,6,1,9,7,ID,4,3,3,2,5
1283,47,1,3,4, ,3,2,4,5,6,5,9,1,FL,5,2,1,1,5
1284,41,2,1,4, ,4,1,4,3,6,1,9,1,DC,5,3,1,3,1
1285,80,2,1,4, ,3,2,4,5,6,1,1,1,KS,2,3,1,1,1
1286,72,2,1,3, ,1,2,1,4,5,1,2,1,MA,1,3,2,2,5
1287,31,2,1,3, ,4,2,4,5,5,5,1,1,WA,2,2,1,1,1
1288,21,2,1,3, ,2,2,4,5,5,1,9,2,NC,5,2,1,7,1
1289,42,1,1,4, ,3,2,4,5,6,1,1,1,WI,5,3,1,2,1
1290,40,2,1,4, ,5,2,4,4,6,1,9,1,CO,5,2,1,7,1
1291,80,2,2,0, ,3,2,1,1,9,1,1,5,NC,5,3,1,7,1
1292,76,1,1,3, ,3,2,1,2,5,1,1,1,MI,2,3,1,7,5
1293,71,2,1,4, ,4,1,4,2,6,1,2,1,OK,5,3,1,7,1
1294,38,1,1,4, ,4,2,4,5,6,1,2,2,WI,5,2,1,7,1
1295,33,1,1,3, ,2,2,1,5,4,1,9,7,SD,2,2,3,3,1
1296,41,2,1,4, ,3,2,4,5,6,1,9,1,MI,4,2,3,7,1
1297,62,2,1,3, ,1,2,1,4,4,1,1,3,TN,5,3,2,3,5
1298,73,1,1,2, ,3,2,1,5,3,1,9,1,TX,2,3,2,7,5
1299,28,2,1,3, ,4,2,1,5,5,1,9,7,OR,2,1,1,3,1
1300,21,1,5,2, ,3,1,1,4,3,1,9,2,WA,5,1,0,9,1
1301,64,2,1,2, ,1,2,1,4,3,1,9,3,KY,5,2,2,9,6
1302,58,2,1,3, ,4,2,1,5,5,1,9,1,SC,1,3,2,7,5
1303,26,1,2,2, ,1,1,1,4,3,1,2,2,GA,5,2,1,3,1
1304,23,1,5,2, ,4,2,4,5,3,1,9,2,AZ,1,3,2,7,5
1305,61,1,1,4, ,3,2,1,2,6,1,1,1,MO,5,2,1,7,1
1306,50,2,1,2, ,3,2,4,5,3,1,9,1,IA,5,3,1,5,1
1307,67,1,1,4, ,4,2,3,5,6,1,2,1,CA,5,3,1,7,1
1308,35,2,1,2, ,4,2,1,1,3,1,9,1,GA,1,2,2,3,5
1309,68,2,1,3, ,4,2,1,4,4,1,1,1,MN,1,3,2,7,5
1310,61,2,1,3, ,4,2,1,1,4,1,9,1,NC,2,3,2,9,5
1311,32,1,1,4, ,3,2,1,2,6,1,9,3,OR,2,3,1,7,1
1312,78,1,1,1, ,3,2,1,3,2,1,9,1,GA,1,3,2,4,5
1313,65,1,1,3, ,3,2,1,5,5,1,9,5,MI,5,2,1,2,1
1314,19,2,1,3, ,3,2,4,5,5,5,2,2,KS,5,3,1,6,1
1315,25,2,6,3, ,2,2,1,5,5,1,9,2,MI,2,2,1,3,1
1316,75,1,1,3, ,3,2,1,2,5,1,9,1,NC,2,3,2,2,5
1317,32,2,1,1, ,1,2,4,4,2,1,9,1,AR,1,2,0,9,5
1318,29,2,4,4, ,4,1,4,5,6,5,2,2,CA,5,1,1,7,1
1319,74,1,1,4, ,2,2,2,2,6,1,9,1,CO,2,3,2,3,5
1320,70,2,2,1, ,1,2,1,3,2,1,9,2,NY,5,2,0,9,5
1321,57,2,1,1, ,1,2,2,5,2,1,2,7,VA,1,3,2,7,5
1322,80,2,1,2, ,2,2,1,4,3,1,1,1,MO,5,3,1,1,1
1323,38,2,1,4, ,4,1,1,2,6,1,9,1,TX,1,1,2,6,5
1324,21,1,1,3, ,3,2,4,1,5,5,9,2,UT,1,1,1,4,5
1325,71,1,1,3, ,3,2,1,1,4,1,9,1,MS,1,3,0,9,5
1326,46,2,1,4, ,4,2,4,5,6,1,1,3,VA,5,3,1,7,1
1327,72,1,1,3, ,3,2,2,5,5,1,1,1,ME,1,2,2,0,5
1328,62,2,1,3, ,3,2,4,4,5,1,2,3,IL,2,3,2,1,5
1329,40,1,1,4, ,4,2,1,3,6,1,9,1,NC,2,3,1,7,1
1330,50,1,3,4, ,4,2,4,4,6,5,1,1,IL,5,1,0,9,1
1331,43,1,1,4, ,3,2,4,5,6,1,9,7,WA,2,3,1,5,1
1332,59,2,1,1, ,3,1,1,5,2,1,9,7,FL,5,3,0,6,1
1333,27,2,1,3, ,4,2,4,5,5,1,9,1,VA,2,1,0,2,5
1334,36,2,1,4, ,2,2,4,5,6,1,2,1,CO,5,2,1,3,1
1335,31,1,1,3, ,2,2,2,5,4,1,9,1,PA,1,3,2,7,5
1336,22,1,1,1, ,4,1,4,4,2,1,2,2,OK,1,3,0,9,5
1337,66,2,1,3, ,3,2,1,2,5,1,9,5,MI,1,2,2,7,1
1338,44,2,1,4, ,4,2,2,5,6,1,2,1,IL,5,3,1,6,1
1339,72,2,1,2, ,2,2,1,5,3,1,1,5,PA,5,3,1,2,1
1340,31,1,5,2, ,3,2,4,3,3,5,9,2,TX,2,1,0,9,1
1341,67,1,4,3, ,2,2,4,2,5,1,2,1,SC,2,3,0,1,1
1342,65,1,1,2, ,2,2,1,4,3,1,1,1,CA,1,3,0,9,5
1343,71,2,1,4, ,4,2,1,2,6,1,9,1,GA,1,3,2,7,5
1344,0,2,5,4, ,3,2,4,5,6,1,9,8,GA,2,3,1,3,6
1345,42,1,1,4, ,4,2,4,5,6,1,1,1,NH,2,3,1,5,1
1346,49,1,1,4, ,4,2,1,5,6,1,1,1,PA,1,2,2,1,5
1347,59,1,1,3, ,1,2,4,5,5,1,1,2,TX,4,3,1,5,5
1348,67,1,1,4, ,2,2,4,2,6,1,9,2,WA,5,3,1,5,1
1349,77,1,1,4, ,5,1,3,5,6,1,1,1,NY,2,3,1,7,1
1350,36,1,1,4, ,4,2,2,5,6,1,9,1,TN,2,3,1,7,1
1351,61,2,5,4, ,4,2,1,5,6,5,1,3,VA,5,3,1,7,1
1352,66,2,1,3, ,1,2,1,3,5,1,9,3,TN,1,3,2,3,5
1353,41,2,1,4, ,5,2,4,5,6,1,9,1,CA,1,2,2,6,1
1354,64,2,1,3, ,3,2,2,5,5,1,9,5,CA,1,3,2,7,5
1355,37,2,2,3, ,3,1,4,5,5,1,9,7,IL,2,2,0,9,1
1356,80,2,1,4, ,4,2,2,2,6,1,9,3,TX,5,3,1,1,5
1357,72,2,1,1, ,3,2,4,5,2,1,9,5,TX,2,3,1,7,5
1358,37,1,2,3, ,2,2,4,3,5,1,9,2,TX,4,3,3,9,1
1359,43,2,1,4, ,5,2,3,5,6,1,9,1,CA,2,3,0,1,5
1360,28,1,5,4, ,3,2,4,5,6,1,9,7,TX,1,3,1,3,5
1361,36,1,1,4, ,3,2,1,2,6,1,1,1,NC,1,2,2,2,5
1362,23,2,1,4, ,3,2,1,2,6,1,9,1,FL,2,2,2,3,5
1363,77,1,1,4, ,5,2,1,2,6,1,9,3,TX,2,3,1,7,1
1364,73,1,1,3, ,3,2,1,1,4,1,1,1,OH,5,3,1,7,1
1365,45,2,1,3, ,2,2,1,3,5,1,1,3,OK,1,3,2,7,5
1366,27,0,1,2, ,2,2,4,5,3,1,2,7,ID,2,2,2,4,5
1367,0,1,1,3, ,0,2,1,3,4,5,1,1,TX,2,1,0,9,5
1368,38,1,1,4, ,5,2,2,3,6,1,9,1,NJ,1,2,2,5,5
1369,51,2,1,4, ,4,1,2,5,6,1,1,1,PA,5,2,1,7,1
1370,30,2,1,4, ,3,2,4,1,6,1,2,1,IN,2,2,2,7,5
1371,80,2,1,4, ,3,2,2,2,6,1,1,5,FL,1,3,1,7,5
1372,58,2,1,3, ,2,2,4,5,5,1,1,3,FL,1,1,2,2,5
1373,72,1,2,2, ,3,2,1,5,3,1,1,1,DC,5,3,1,4,1
1374,26,2,1,4, ,4,2,4,2,6,1,1,1,OH,2,2,2,4,5
1375,0,2,1,1, ,1,2,2,5,2,1,1,7,NH,2,1,0,9,1
1376,57,1,1,2, ,3,1,4,5,3,1,2,3,KY,5,2,1,2,1
1377,37,2,1,3, ,4,2,4,5,5,1,9,1,WA,2,1,3,1,5
1378,39,1,1,4, ,4,2,1,1,6,1,9,2,NY,5,3,1,5,1
1379,54,1,2,1, ,1,2,4,4,2,1,2,1,VA,5,3,0,9,1
1380,33,2,1,3, ,4,2,2,2,5,1,1,1,IL,1,2,2,1,5
1381,64,2,1,2, ,2,2,1,2,3,1,1,1,TX,1,3,1,2,5
1382,72,2,1,4, ,2,2,1,2,6,1,2,3,MA,5,3,0,2,1
1383,61,1,1,1, ,4,2,4,5,2,5,9,1,ND,1,3,3,9,5
1384,60,2,1,3, ,4,2,4,5,5,1,9,1,MN,5,3,1,7,1
1385,73,1,1,3, ,3,2,4,5,5,1,9,1,MI,2,3,1,7,1
1386,59,2,1,4, ,3,2,1,1,6,1,9,3,IL,1,3,2,6,5
1387,37,1,1,3, ,3,2,1,3,5,1,1,1,KY,1,2,2,5,5
1388,48,1,1,4, ,3,2,4,5,6,5,2,2,MA,2,3,1,7,1
1389,58,2,1,4, ,3,2,1,3,6,1,1,1,PA,5,3,1,5,1
1390,59,2,1,4, ,4,2,2,2,6,1,1,1,WI,5,1,1,2,1
1391,64,2,1,2, ,1,2,4,5,3,1,9,4,CO,5,2,1,9,5
1392,71,1,3,4, ,1,2,2,1,6,5,9,1,CA,1,3,2,7,5
1393,76,2,5,0, ,0,0,4,9,9,9,9,8,TX,9,2,2,2,1
1394,32,2,2,3, ,3,2,1,1,5,1,9,1,TX,4,2,0,4,5
1395,39,1,5,1, ,2,2,4,5,2,1,1,1,CA,2,2,0,9,6
1396,64,1,1,3, ,4,2,1,2,5,1,9,1,KS,5,3,1,7,1
1397,69,1,1,4, ,3,1,1,3,6,1,9,1,TN,5,3,1,5,1
1398,38,1,1,4, ,3,2,4,3,6,1,9,1,PA,2,1,2,1,5
1399,68,2,1,3, ,1,2,2,3,5,5,1,1,NJ,2,3,2,3,5
1400,40,1,1,4, ,4,1,1,5,6,1,1,1,WA,2,3,1,7,1
1401,30,2,5,3, ,1,2,4,5,5,1,2,7,UT,2,1,1,2,1
1402,30,2,1,4, ,4,2,3,5,6,1,1,1,CO,5,2,1,1,1
1403,64,2,1,2, ,4,2,1,5,3,1,1,1,FL,1,2,0,4,5
1404,69,2,1,3, ,1,2,1,5,5,1,2,3,NC,1,3,2,3,5
1405,62,2,1,2, ,2,2,4,5,3,1,9,5,KY,5,3,1,5,1
1406,22,2,5,3, ,1,2,4,5,4,1,2,2,FL,2,2,0,4,5
1407,53,1,1,3, ,2,2,4,2,5,1,1,1,MI,2,2,0,9,5
1408,53,1,1,2, ,4,2,4,5,3,1,1,1,ID,1,3,2,7,5
1409,39,2,1,3, ,3,2,1,5,5,1,9,1,LA,1,2,0,9,5
1410,41,2,1,3, ,3,2,1,3,5,1,1,1,MI,5,1,1,2,1
1411,64,1,1,4, ,4,2,3,4,6,1,1,1,CA,5,3,1,7,1
1412,66,1,2,2, ,2,2,1,3,3,1,1,1,NC,5,3,1,5,1
1413,64,1,1,1, ,3,2,2,5,2,1,9,1,MI,1,2,2,6,5
1414,53,2,1,3, ,3,2,1,3,5,1,9,5,MO,5,3,1,2,5
1415,70,2,1,4, ,3,2,2,5,6,1,9,5,NJ,1,2,2,3,5
1416,55,2,1,4, ,4,1,1,5,6,1,9,1,NY,1,2,2,5,5
1417,53,2,2,3, ,0,2,1,2,5,1,9,5,TX,2,3,0,1,5
1418,38,1,1,2, ,1,2,4,4,3,1,1,1,TX,2,2,0,1,5
1419,35,2,5,3, ,2,2,1,5,5,1,9,2,OK,4,3,0,9,5
1420,37,2,1,3, ,2,2,1,2,4,1,9,3,MN,2,1,1,5,5
1421,50,1,2,4, ,4,2,1,2,6,1,9,1,MI,2,3,0,4,5
1422,56,1,1,3, ,3,2,4,4,4,1,1,1,AZ,1,3,2,1,5
1423,43,1,2,2, ,1,2,1,5,3,1,1,2,IL,5,3,1,3,1
1424,27,1,5,3, ,1,1,4,5,5,5,2,1,CO,2,2,0,4,5
1425,36,2,1,4, ,3,2,1,5,6,1,9,1,NC,5,2,1,5,1
1426,51,2,1,3, ,3,2,1,2,5,1,1,1,NC,1,2,2,4,5
1427,37,2,1,3, ,4,2,1,5,5,1,9,1,LA,1,2,1,1,5
1428,52,2,1,4, ,4,2,1,1,6,1,2,3,PA,5,3,1,4,1
1429,61,1,5,1, ,3,2,2,3,2,1,1,3,TX,2,3,1,5,1
1430,42,2,1,4, ,4,2,4,5,6,1,9,1,CA,5,2,1,7,1
1431,69,2,1,2, ,2,2,1,5,3,1,9,1,MO,1,1,1,1,1
1432,80,2,1,3, ,1,2,1,5,5,1,1,1,TX,1,2,2,9,5
1433,80,1,9,1, ,4,2,4,2,2,1,1,1,VA,1,2,0,3,5
1434,0,0,9,0, ,4,0,2,3,9,9,9,8,WI,2,1,1,9,1
1435,56,2,1,4, ,4,2,1,3,6,5,9,1,PA,1,2,0,9,5
1436,35,2,1,4, ,4,2,4,5,6,1,9,1,IL,5,2,1,3,1
1437,55,1,1,4, ,4,2,1,5,6,5,9,1,TX,2,3,0,4,5
1438,47,1,1,2, ,4,2,1,5,3,1,9,1,NC,1,3,2,4,5
1439,80,1,1,4, ,4,2,1,3,6,1,9,1,KS,2,2,1,2,1
1440,50,2,4,3, ,1,2,1,3,5,1,2,2,SC,5,3,1,7,1
1441,61,2,2,3, ,3,2,1,2,5,1,9,3,AZ,5,3,1,4,5
1442,43,2,1,4, ,3,2,4,1,6,1,9,1,WA,2,1,3,5,5
1443,50,2,1,4, ,3,1,1,4,6,1,9,2,TN,1,2,2,7,5
1444,53,2,2,3, ,2,1,4,4,4,1,9,2,MD,5,3,1,5,1
1445,59,2,5,3, ,3,2,2,5,5,1,9,1,NM,5,2,1,2,5
1446,69,2,1,4, ,3,2,2,4,6,1,1,1,MD,2,2,1,7,5
1447,39,1,5,2, ,1,2,1,5,3,5,1,1,OK,1,1,2,9,5
1448,60,2,1,2, ,5,2,1,5,3,1,1,1,ME,1,2,2,3,5
1449,47,2,1,4, ,4,2,1,1,6,1,1,1,LA,1,3,2,5,5
1450,50,1,1,3, ,1,2,4,5,4,1,9,2,TN,4,2,0,9,5
1451,80,2,1,2, ,3,2,1,1,3,1,1,1,MI,1,3,2,2,5
1452,57,1,1,2, ,3,1,2,5,3,1,9,1,OH,1,2,2,2,5
1453,34,1,5,4, ,4,2,4,5,6,1,1,7,OK,5,1,0,2,1
1454,59,2,1,3, ,3,2,1,2,4,1,1,1,CA,1,2,2,3,5
1455,80,2,1,4, ,3,2,1,3,6,1,9,5,NV,1,2,2,3,5
1456,63,2,1,3, ,3,2,1,5,4,1,9,3,OH,5,2,1,7,1
1457,36,1,1,4, ,2,2,4,5,6,1,1,1,NE,2,3,1,7,1
1458,31,1,1,4, ,4,2,1,4,6,1,1,1,NC,1,3,2,3,5
1459,76,1,1,4, ,2,2,1,3,6,1,1,1,SC,1,3,2,3,5
1460,61,2,1,2, ,3,2,1,4,3,1,9,3,TN,2,3,2,1,5
1461,63,1,1,4, ,3,2,2,1,6,1,1,1,PA,1,3,2,3,5
1462,51,2,1,4, ,4,2,1,5,6,1,9,1,PA,5,3,1,4,1
1463,40,2,1,4, ,4,2,4,5,6,1,9,1,FL,2,2,1,7,1
1464,46,2,1,4, ,3,2,4,5,6,5,1,2,CA,2,3,1,9,1
1465,48,1,1,4, ,0,1,2,4,6,1,9,1,OH,2,3,2,2,5
1466,45,1,1,4, ,4,2,4,5,6,1,1,1,IA,4,2,1,1,1
1467,50,1,1,4, ,4,1,2,5,6,1,1,1,FL,5,3,1,7,1
1468,62,2,1,3, ,4,2,4,1,5,1,1,1,ID,1,3,2,7,5
1469,24,1,1,2, ,1,1,2,5,3,1,2,2,PA,1,1,0,9,5
1470,67,2,1,4, ,4,2,4,5,6,1,1,1,WV,5,3,1,7,1
1471,48,2,1,3, ,1,2,1,5,5,1,2,3,NY,1,3,0,1,5
1472,39,2,2,1, ,1,2,1,4,2,1,9,2,SC,2,2,1,2,5
1473,25,1,5,3, ,2,2,4,3,4,5,9,7,CA,1,3,2,7,5
1474,69,2,1,4, ,3,1,1,4,6,1,2,1,NM,5,3,1,7,1
1475,25,2,2,3, ,2,2,1,5,4,1,2,7,SC,4,1,1,3,1
1476,66,2,1,4, ,3,2,1,4,6,1,1,3,MD,1,2,2,4,5
1477,61,1,5,3, ,3,2,4,5,5,5,9,1,FL,5,3,1,7,1
1478,62,1,1,4, ,4,1,3,1,6,1,9,1,MD,5,3,1,7,1
1479,38,2,1,3, ,3,2,2,1,5,1,1,1,IL,1,2,2,3,5
1480,24,2,1,2, ,1,2,1,5,3,1,2,7,OH,2,3,0,9,5
1481,80,1,1,4, ,4,2,3,3,6,5,9,7,NJ,1,2,2,4,5
1482,32,1,1,4, ,3,2,1,1,6,1,1,1,IN,1,3,2,3,5
1483,64,2,5,4, ,3,2,1,1,6,1,9,1,MO,1,2,0,9,5
1484,74,1,1,4, ,3,2,4,5,6,1,1,3,NM,1,2,2,2,5
1485,30,1,2,3, ,1,2,4,5,4,1,9,2,TX,1,2,0,4,5
1486,63,2,2,4, ,4,2,1,4,6,1,1,1,TX,5,3,1,3,1
1487,41,2,1,4, ,3,2,4,5,6,1,9,1,CA,5,2,1,5,1
1488,67,2,1,3, ,3,2,1,5,4,1,9,1,CA,1,2,0,2,5
1489,72,1,1,4, ,4,1,2,5,6,1,9,1,MA,2,3,1,7,1
1490,22,1,1,4, ,4,2,2,5,6,1,9,2,PA,5,3,1,4,1
1491,45,1,1,2, ,3,1,4,5,3,1,9,7,WA,5,2,1,2,1
1492,52,2,2,3, ,1,2,1,2,5,1,9,2,GA,5,3,0,7,1
1493,39,1,3,3, ,3,2,1,3,5,5,9,7,MN,1,3,0,1,5
1494,44,2,5,4, ,3,2,2,5,6,5,2,1,NY,5,3,1,5,1
1495,37,2,1,4, ,3,2,1,1,6,1,9,1,FL,1,2,2,5,5
1496,39,1,1,2, ,4,1,1,4,3,1,9,1,WV,2,3,2,7,5
1497,54,2,1,4, ,3,1,3,5,6,5,9,3,NY,1,2,0,7,5
1498,73,1,1,1, ,2,2,4,2,2,1,9,1,OH,1,3,2,3,5
1499,0,1,5,4, ,0,2,1,2,6,5,1,1,TX,2,2,0,9,5
1500,56,2,1,3, ,3,2,1,1,5,1,9,1,WV,1,3,2,7,5
1501,60,1,1,2, ,2,2,1,5,3,5,9,7,TN,5,2,0,2,5
1502,29,2,5,2, ,3,2,4,5,3,1,1,7,MO,5,3,1,5,1
1503,0,0,9,4, ,3,2,4,2,6,1,9,3,MN,2,3,2,7,5
1504,65,1,1,4, ,4,2,2,5,6,5,1,1,NY,1,3,2,5,5
1505,49,2,1,3, ,4,2,2,4,5,1,1,1,OH,1,3,2,1,5
1506,80,1,1,2, ,3,1,2,5,3,1,9,1,NV,5,3,1,1,1
1507,80,2,1,4, ,3,2,4,1,6,5,9,3,CA,4,1,2,0,1
1508,58,2,3,4, ,4,1,2,5,6,5,9,1,HI,5,3,1,7,1
1509,50,2,3,4, ,1,2,2,4,6,5,1,1,NJ,2,3,0,9,5
1510,42,2,5,3, ,2,2,4,5,5,5,2,2,CA,2,3,1,7,1
1511,57,2,5,4, ,4,2,4,1,6,1,1,1,NJ,5,3,1,7,1
1512,38,1,1,4, ,4,1,4,5,6,5,1,1,TX,5,3,1,7,1
1513,56,1,1,4, ,3,2,1,3,6,5,2,3,TN,2,3,2,7,5
1514,47,1,1,4, ,4,1,1,5,6,1,1,1,FL,1,2,2,1,5
1515,31,1,5,4, ,4,2,2,4,6,5,2,2,NJ,5,2,1,2,1
1516,27,2,5,3, ,3,2,2,4,4,5,1,2,TX,2,2,0,1,1
1517,25,2,1,4, ,3,2,2,2,6,1,1,1,KS,1,1,0,2,5
1518,0,2,1,3, ,1,2,4,5,5,1,2,3,FL,2,3,1,3,1
1519,49,2,1,2, ,2,2,2,3,3,1,9,7,MN,5,3,1,7,5
1520,35,2,5,4, ,4,2,1,1,6,1,1,1,OH,1,1,2,7,5
1521,62,1,1,3, ,3,2,4,5,5,1,9,1,OH,2,3,1,4,1
1522,33,1,1,4, ,3,2,4,5,6,1,9,1,OK,5,2,1,6,1
1523,49,2,1,3, ,3,2,2,5,5,1,9,2,IL,5,3,1,7,1
1524,64,2,1,3, ,2,2,2,1,5,1,1,1,SC,5,3,2,2,5
1525,38,1,5,4, ,4,2,4,5,6,1,9,1,TX,1,3,1,7,5
1526,0,2,1,4, ,4,2,2,1,6,1,9,1,FL,1,2,2,7,5
1527,0,0,1,4, ,0,2,1,5,6,1,1,8,TX,2,3,0,6,1
1528,30,2,1,3, ,3,2,4,5,4,1,1,1,OH,5,3,1,3,1
1529,36,1,1,4, ,4,1,1,4,6,1,1,1,OH,1,3,2,5,5
1530,80,2,1,2, ,2,2,1,2,3,1,1,5,GA,1,2,0,9,5
1531,42,2,5,3, ,4,2,2,1,5,5,1,1,TX,5,2,1,7,1
1532,76,2,1,3, ,3,2,1,3,5,1,1,3,MO,2,2,1,2,1
1533,37,2,1,4, ,3,2,4,3,6,1,1,2,MO,5,2,2,2,5
1534,49,1,1,4, ,4,2,1,2,6,1,1,1,TN,1,2,2,2,5
1535,27,1,4,4, ,2,2,4,5,6,1,9,2,ID,2,3,1,7,1
1536,73,2,1,3, ,1,2,1,1,5,1,1,5,NJ,2,3,2,1,5
1537,80,2,1,4, ,0,2,3,3,6,5,9,1,MA,5,3,1,7,1
1538,35,1,1,3, ,4,2,4,5,5,1,1,1,NC,4,3,2,7,5
1539,59,2,1,3, ,4,2,1,2,5,1,2,1,NE,2,3,2,2,5
1540,62,2,1,2, ,3,2,2,5,3,5,9,1,GA,1,2,2,0,5
1541,38,1,2,2, ,1,2,4,4,3,1,9,2,GA,5,3,1,3,5
1542,75,2,1,3, ,2,2,1,5,5,1,9,5,NY,2,3,0,6,1
1543,62,0,1,3, ,3,2,4,5,5,9,9,3,CA,2,3,1,7,5
1544,51,2,1,2, ,2,2,2,4,3,1,1,1,NY,2,2,2,9,5
1545,24,2,4,3, ,1,2,4,4,4,5,9,2,CA,2,1,0,9,1
1546,73,2,1,4, ,3,2,2,5,6,5,9,1,MA,2,3,1,7,5
1547,72,1,1,4, ,2,2,1,1,6,5,9,5,FL,1,3,2,3,5
1548,79,2,1,2, ,2,1,1,2,3,5,9,3,MI,1,3,2,2,5
