responseID,VCF0101,VCF0104,VCF0105a,VCF0130,VCF0302,VCF0310,VCF0705,VCF0733,VCF0305,VCF0803,VCF0901b
61858,22,1,1,4,1,2,0,4,3,4,TX
61859,63,2,2,3,5,3,0,3,4,4,TX
61860,80,1,1,5,1,3,2,7,4,4,KY
61861,55,1,1,1,1,2,2,5,4,7,MI
61862,35,2,3,3,5,3,1,7,3,3,OH
61863,41,2,1,5,2,1,2,3,2,6,NC
61864,68,1,5,5,5,3,1,3,4,1,MA
61865,43,2,1,5,5,3,1,7,4,2,MD
61866,68,2,1,5,5,3,0,4,4,2,PA
61867,80,2,1,5,1,3,2,7,3,6,MI
61868,64,2,1,4,1,3,0,9,3,4,TN
61869,24,2,1,5,2,3,1,2,2,1,CA
61870,62,2,3,4,2,3,1,7,2,1,CO
61871,58,1,5,5,5,2,1,4,4,2,CO
61872,32,1,1,5,5,3,1,3,3,3,KY
61873,36,1,1,5,5,2,1,2,4,2,KS
61874,29,2,1,3,2,1,0,9,2,4,MN
61875,67,2,1,5,5,3,2,7,3,3,TX
61876,60,1,1,3,1,3,2,2,4,6,ID
61877,41,2,1,1,5,2,1,6,3,5,VA
61878,25,2,1,3,1,2,0,9,4,9,MO
61879,30,1,1,5,4,2,1,7,2,1,MD
61880,63,1,2,3,5,3,1,7,4,9,MO
61881,67,2,1,5,2,1,0,9,2,9,TN
61882,47,2,6,1,1,2,2,3,3,6,FL
61883,54,1,1,5,2,3,3,4,2,4,OH
61884,71,2,2,5,5,2,1,4,4,4,NM
61885,45,2,1,3,5,2,1,3,4,1,MA
61886,63,2,1,4,2,2,1,2,2,3,MI
61887,42,2,6,3,5,3,1,2,3,9,FL
61888,55,1,1,5,2,3,1,7,2,4,IL
61889,63,2,1,5,2,2,0,7,2,5,TX
61890,73,2,1,5,5,3,1,7,4,2,CO
61891,62,1,2,1,5,3,1,5,3,4,FL
61892,50,1,6,4,2,2,0,2,1,4,KS
61893,49,2,2,3,5,3,0,5,3,4,MS
61894,58,1,1,1,5,3,1,7,4,9,IL
61895,77,1,1,3,1,2,2,2,4,9,SC
61896,80,2,1,5,5,3,1,7,4,2,CA
61897,78,1,1,4,2,3,3,0,2,5,HI
61898,69,1,1,5,1,3,2,7,4,6,SC
61899,49,2,4,5,1,2,2,1,3,2,OK
61900,79,1,1,5,1,3,2,0,3,7,TN
61901,68,2,1,4,5,3,1,5,4,2,CA
61902,57,2,1,2,1,3,2,6,4,6,LA
61903,26,2,2,5,2,1,0,2,2,9,FL
61904,78,1,1,5,1,2,2,7,4,7,OK
61905,34,2,1,1,1,3,0,1,4,4,NV
61906,54,2,1,5,2,2,0,1,1,4,IL
61907,46,2,5,2,2,3,0,9,1,4,FL
61908,72,2,1,5,2,3,1,9,2,2,NH
61909,49,2,1,5,2,1,1,2,1,4,MA
61910,51,2,1,5,1,3,2,7,4,6,NJ
61911,69,1,1,4,2,3,1,5,2,5,FL
61912,68,1,2,2,1,2,1,9,4,3,TN
61913,68,2,1,2,5,3,1,2,4,9,OH
61914,33,2,1,3,1,2,2,4,3,6,OK
61915,29,2,3,4,5,2,0,7,3,2,CA
61916,59,2,2,1,5,3,1,9,4,4,AL
61917,42,2,2,5,5,2,1,2,4,4,WI
61918,67,2,2,1,5,3,1,2,4,9,FL
61919,63,1,1,5,2,3,1,7,2,4,NE
61920,24,2,5,4,5,3,0,3,4,2,CA
61921,42,2,1,5,2,3,0,9,1,3,OR
61922,41,1,1,5,5,3,1,0,3,2,WA
61923,24,2,5,3,1,2,2,6,4,4,ID
61924,30,1,1,1,5,3,1,9,4,4,CA
61925,65,1,1,5,1,2,2,3,3,6,AZ
61926,41,2,5,5,2,1,0,9,1,9,CA
61927,24,1,1,5,2,1,0,3,1,9,FL
61928,78,2,1,1,1,2,3,9,4,4,OH
61929,33,2,1,5,5,3,1,0,4,1,MA
61930,35,1,1,5,2,1,0,1,2,9,WI
61931,42,1,1,4,2,1,0,9,2,5,FL
61932,29,1,1,3,1,2,2,3,4,6,PA
61933,74,2,1,9,1,3,2,7,4,6,PA
61934,23,1,5,5,2,1,0,9,1,4,CA
61935,39,2,3,4,1,2,2,9,4,7,WA
61936,69,2,1,2,9,2,2,2,2,4,KS
61937,30,1,3,5,5,3,0,3,4,4,MD
61938,29,1,6,5,5,2,1,7,4,2,NC
61939,46,2,5,1,5,3,1,7,3,4,CA
61940,54,2,1,2,1,2,2,0,3,4,NJ
61941,61,1,1,2,5,3,1,2,4,4,NC
61942,39,2,1,1,1,1,2,3,3,5,NC
61943,68,1,1,5,2,3,1,6,2,6,IA
61944,73,1,1,1,1,3,2,3,4,6,SC
61945,25,2,5,2,2,2,0,2,1,9,TX
61946,65,2,1,5,2,3,2,1,2,5,WI
61947,25,1,1,5,2,3,0,1,1,4,CT
61948,72,1,1,5,1,3,2,7,4,6,IN
61949,67,1,1,5,1,3,2,7,4,9,NJ
61950,29,1,5,2,2,2,0,9,1,4,CA
61951,0,0,9,5,2,3,0,1,1,9,OK
61952,34,1,1,5,5,3,1,7,4,2,GA
61953,27,1,1,3,2,3,2,7,2,6,IN
61954,63,2,1,1,2,2,2,7,2,4,AZ
61955,80,2,2,2,5,2,1,3,4,9,MI
61956,49,1,1,5,5,3,1,4,3,4,CA
61957,55,2,1,3,1,3,2,7,3,5,KS
61958,40,2,5,4,2,2,0,5,2,4,TX
61959,46,2,1,5,1,3,1,9,3,9,NY
61960,76,1,1,1,2,3,1,7,2,4,MI
61961,61,2,1,5,1,2,2,1,4,9,NC
61962,37,2,1,5,2,1,1,1,1,4,NY
61963,80,1,1,5,5,3,1,2,3,5,WA
61964,39,1,1,5,4,1,0,1,2,2,CA
61965,64,2,1,4,5,3,1,7,4,2,VT
61966,34,1,5,4,5,2,1,0,3,3,CA
61967,80,2,1,2,1,2,2,1,4,4,CO
61968,47,1,1,3,1,1,2,1,3,4,CO
61969,39,1,1,2,1,2,0,9,3,6,LA
61970,74,1,1,4,2,3,2,5,2,6,NC
61971,62,1,2,4,5,2,1,2,4,9,NC
61972,58,2,1,3,1,2,2,7,3,5,TX
61973,67,1,1,1,1,3,2,4,3,7,TN
61974,77,1,1,5,5,3,1,7,4,4,CA
61975,42,2,1,4,1,1,2,6,4,6,MN
61976,53,2,1,4,2,2,2,3,2,6,WV
61977,65,1,1,5,1,3,1,3,3,4,CA
61978,49,2,1,3,2,3,2,7,2,5,MA
61979,39,1,1,5,2,1,0,3,2,6,AL
61980,69,1,1,1,1,3,2,0,4,6,UT
61981,58,2,2,1,5,2,1,4,4,9,MI
61982,77,2,1,5,2,3,2,6,1,5,NJ
61983,45,1,1,5,1,1,0,9,4,6,MO
61984,39,1,1,5,2,3,0,9,2,5,NY
61985,42,1,3,5,2,1,1,1,1,4,FL
61986,41,2,1,4,2,3,2,1,2,4,NC
61987,49,2,4,5,2,2,0,1,2,4,AL
61988,39,2,1,1,2,2,1,7,2,3,MO
61989,75,2,1,5,2,3,2,3,2,6,CT
61990,52,2,1,5,5,3,1,7,4,2,MD
61991,71,1,1,4,5,3,1,7,4,2,TN
61992,61,2,1,5,5,3,1,6,4,4,CA
61993,80,2,1,2,5,3,1,0,4,2,VA
61994,59,1,1,5,1,3,2,5,4,3,IN
61995,68,1,1,5,5,3,1,7,4,2,AZ
61996,50,2,1,4,2,3,1,7,1,4,NJ
61997,67,2,1,5,5,3,1,2,4,2,MA
61998,27,2,3,5,2,2,0,0,2,3,NY
61999,28,1,6,5,4,2,1,7,2,2,FL
62000,67,1,1,5,5,1,1,9,3,3,IL
62001,66,2,1,3,5,3,1,2,4,3,NJ
62002,42,2,1,5,1,2,0,9,3,4,AZ
62003,62,2,5,1,5,3,1,1,4,9,MA
62004,37,2,5,5,5,1,1,7,4,2,KS
62005,47,1,1,3,5,3,1,7,4,1,NJ
62006,52,1,1,4,1,1,0,9,4,6,SC
62007,58,2,1,5,2,2,1,4,2,6,NM
62008,73,1,1,2,1,3,2,7,4,6,CO
62009,75,2,1,2,1,2,2,3,3,6,NC
62010,51,2,6,5,5,2,1,4,3,4,ID
62011,24,2,5,4,1,2,0,2,3,4,CA
62012,71,2,1,2,2,3,1,7,1,4,WA
62013,68,1,3,4,2,2,2,2,2,6,CA
62014,0,2,1,5,1,2,2,9,4,6,MD
62015,61,2,1,5,2,3,1,7,2,4,MD
62016,65,1,1,5,1,3,2,1,4,6,GA
62017,80,2,1,2,1,2,2,0,4,6,NY
62018,40,1,1,5,5,1,0,1,3,9,TX
62019,57,2,1,3,2,3,0,1,1,4,TX
62020,50,2,1,4,2,2,2,1,1,6,TN
62021,80,1,1,2,2,3,2,2,2,9,NC
62022,75,1,1,5,5,3,1,7,4,4,PA
62023,30,2,6,5,5,3,1,7,3,3,MT
62024,65,1,1,3,1,3,2,2,4,6,WI
62025,46,1,1,5,5,3,1,7,4,1,MD
62026,44,1,2,4,5,3,1,4,4,3,TX
62027,35,2,1,4,5,3,1,7,4,2,OH
62028,80,2,1,1,5,3,1,2,4,1,WA
62029,48,1,1,5,2,1,0,9,1,4,NY
62030,39,2,1,4,1,3,2,3,4,7,AL
62031,35,2,1,5,1,2,2,5,3,5,CA
62032,31,2,1,5,1,2,2,5,4,3,PA
62033,31,1,1,5,1,2,2,3,3,6,SC
62034,25,1,6,5,5,3,1,5,3,4,PA
62035,30,2,1,5,1,1,2,2,3,5,CO
62036,75,1,1,2,2,1,1,2,1,9,GA
62037,62,1,1,4,2,3,2,7,2,5,MN
62038,72,1,1,5,5,3,1,7,4,3,NJ
62039,44,1,5,5,2,3,1,7,2,5,NJ
62040,0,2,1,1,2,2,2,6,1,4,MI
62041,80,1,1,1,1,3,2,0,4,7,SC
62042,79,1,1,1,2,2,2,2,2,6,GA
62043,65,2,1,4,5,2,2,2,3,5,IN
62044,30,2,2,1,5,3,1,7,4,4,NC
62045,44,1,1,5,2,3,1,3,2,4,MI
62046,52,1,1,4,1,3,2,3,4,7,CA
62047,47,1,1,4,2,2,2,4,2,4,IL
62048,56,2,1,5,5,3,1,1,4,2,IN
62049,38,2,1,3,2,3,1,6,2,3,PA
62050,24,2,1,5,5,3,1,7,4,2,OR
62051,32,1,2,4,5,2,1,4,3,5,RI
62052,62,1,1,2,2,3,2,2,2,5,CA
62053,36,1,1,1,1,2,2,6,3,6,CA
62054,50,2,1,4,5,3,1,7,4,2,OR
62055,77,2,1,1,2,3,1,7,1,9,WI
62056,48,2,2,1,5,3,1,7,4,1,FL
62057,35,2,1,5,5,3,1,7,4,1,MD
62058,0,1,1,5,1,3,2,0,3,6,MD
62059,59,2,3,5,5,3,1,7,3,3,VA
62060,43,1,1,4,2,2,2,3,2,4,VA
62061,39,1,1,5,1,1,2,1,3,9,MO
62062,55,2,1,5,5,2,1,2,3,9,OH
62063,40,1,2,5,1,2,2,5,4,4,GA
62064,46,2,1,2,1,3,2,5,3,5,PA
62065,80,1,1,1,1,3,2,2,3,3,NY
62066,41,2,1,4,5,3,1,5,4,1,IN
62067,72,2,1,1,1,3,2,7,4,6,TN
62068,27,2,1,5,2,3,1,9,1,4,TX
62069,28,2,2,3,2,2,1,3,1,4,MO
62070,80,1,1,2,5,3,1,2,4,3,NC
62071,71,1,1,3,4,3,2,1,2,6,LA
62072,44,1,1,5,2,3,0,7,2,3,SD
62073,46,1,1,1,4,3,2,5,2,6,PA
62074,42,2,1,5,1,2,2,4,4,6,IL
62075,53,2,5,5,5,3,1,5,3,3,FL
62076,54,1,1,5,1,2,0,1,4,9,NY
62077,36,1,1,5,2,2,2,3,2,5,SC
62078,50,2,1,5,2,1,1,9,1,9,IL
62079,27,1,1,5,2,3,0,9,2,6,FL
62080,57,1,1,1,1,3,2,4,4,7,KS
62081,28,1,1,5,1,3,2,7,3,5,GA
62082,47,2,1,5,1,3,0,1,3,4,OH
62083,61,2,1,4,1,2,2,2,4,6,OH
62084,71,1,1,9,1,3,2,2,4,6,PA
62085,62,1,2,5,5,3,1,5,4,2,PA
62086,22,1,1,5,2,2,1,7,2,1,IL
62087,63,1,1,5,5,3,1,4,3,6,TX
62088,71,1,1,5,5,3,1,7,4,1,VT
62089,77,2,1,4,1,2,2,7,4,9,OH
62090,65,2,1,2,5,2,1,5,4,3,AZ
62091,55,1,1,5,1,2,2,0,3,5,WI
62092,44,2,2,1,5,3,1,2,4,2,NC
62093,76,2,1,2,1,2,2,7,4,6,NE
62094,61,2,1,5,5,3,1,7,4,1,NJ
62095,70,1,1,2,5,3,1,5,3,4,NY
62096,77,1,1,5,2,2,2,2,2,2,NY
62097,80,1,1,4,1,3,2,2,4,4,NH
62098,78,2,5,4,1,3,2,9,4,7,TX
62099,54,1,6,5,1,2,2,3,3,5,NJ
62100,71,1,3,4,2,3,2,9,1,9,VA
62101,45,1,1,5,5,2,0,3,3,9,AR
62102,34,2,6,2,5,3,1,7,3,2,NY
62103,40,1,5,5,5,2,1,1,4,3,MD
62104,80,2,6,2,1,2,2,2,3,4,NY
62105,33,1,1,5,2,3,1,7,2,1,NY
62106,53,2,1,4,1,3,2,7,3,6,IN
62107,66,2,1,5,2,3,2,2,1,2,MN
62108,37,1,5,5,5,2,1,3,3,3,MA
62109,71,1,4,5,2,3,2,9,1,4,NY
62110,47,2,2,1,5,2,1,3,4,2,NJ
62111,80,2,1,1,2,1,2,7,2,6,AZ
62112,62,2,1,5,5,2,0,9,3,9,TX
62113,52,1,1,4,5,3,1,2,4,2,WI
62114,58,1,3,4,2,2,0,3,1,6,TX
62115,69,2,1,5,1,3,2,5,4,9,CA
62116,57,1,5,3,5,1,0,9,4,9,CA
62117,45,1,1,3,1,1,2,7,3,9,FL
62118,55,1,4,5,2,2,1,3,2,9,SD
62119,33,2,1,5,5,2,1,7,4,2,TX
62120,56,1,4,4,5,3,1,2,4,9,MD
62121,67,1,3,5,5,2,1,1,4,5,NJ
62122,61,1,1,5,5,2,1,6,4,4,NY
62123,75,2,1,3,1,3,2,1,4,6,FL
62124,37,1,5,5,2,3,1,6,2,3,WA
62125,23,1,1,1,5,3,1,9,4,2,NY
62126,43,2,3,5,5,3,1,7,4,2,VA
62127,48,1,1,1,5,3,1,0,4,4,CA
62128,80,2,1,1,2,3,2,9,2,6,OR
62129,44,2,5,5,5,3,1,7,4,2,MI
62130,80,2,1,5,5,3,1,2,4,2,KY
62131,41,2,1,3,4,2,0,1,1,5,IL
62132,80,1,1,3,1,1,2,4,3,6,GA
62133,69,2,1,5,1,2,2,5,4,5,IN
62134,37,2,1,5,2,1,2,2,2,5,CA
62135,53,2,1,5,5,2,1,7,3,2,NJ
62136,46,1,2,3,5,2,0,4,4,5,GA
62137,40,1,1,5,5,3,1,5,4,1,MD
62138,26,2,6,5,5,2,1,7,3,2,OH
62139,55,1,1,2,1,3,2,3,4,7,TN
62140,73,1,1,5,2,3,2,7,2,4,NC
62141,50,2,1,5,5,3,1,7,4,9,DC
62142,63,1,3,4,5,2,2,9,3,4,NY
62143,58,1,5,2,5,3,1,4,4,4,NM
62144,40,2,1,5,2,2,1,7,2,1,KS
62145,63,2,1,4,5,3,1,7,4,2,NY
62146,34,2,6,5,2,1,2,9,1,4,WI
62147,77,1,1,2,1,3,2,7,4,7,AZ
62148,68,2,1,5,5,3,1,7,4,2,FL
62149,66,1,4,5,1,3,2,1,4,6,FL
62150,39,2,1,5,5,2,1,2,3,2,PA
62151,31,2,2,5,5,2,1,5,4,9,KY
62152,67,2,2,5,5,3,1,5,4,9,MS
62153,78,1,1,1,2,3,0,1,1,4,PA
62154,49,1,1,5,1,3,2,5,4,7,OH
62155,43,1,1,1,1,3,2,5,4,6,CA
62156,38,1,1,4,1,2,2,3,4,3,CA
62157,51,2,1,5,5,2,1,3,3,3,WA
62158,33,2,1,5,5,2,1,6,3,4,DC
62159,60,1,1,1,1,3,2,5,4,6,NC
62160,60,1,1,5,5,3,1,7,4,2,MI
62161,50,2,1,5,2,2,2,1,1,4,WI
62162,45,2,1,3,1,3,2,7,4,7,TX
62163,73,2,6,5,5,2,1,3,3,9,HI
62164,64,1,1,5,5,2,0,9,4,5,MO
62165,31,2,2,3,5,3,1,1,4,4,TX
62166,35,1,1,2,2,1,2,1,1,6,MI
62167,29,1,1,4,2,2,2,1,2,4,FL
62168,47,1,1,1,1,2,2,0,3,5,AZ
62169,34,2,5,5,2,2,0,3,1,4,TX
62170,31,1,1,5,1,1,2,1,4,7,PA
62171,63,2,1,3,1,2,2,2,4,6,TX
62172,36,1,1,5,2,3,1,7,2,4,OK
62173,41,2,1,5,4,3,1,7,2,2,CA
62174,80,1,1,2,5,2,1,7,4,3,PA
62175,53,1,1,5,4,2,0,4,2,2,CO
62176,55,1,1,5,1,1,0,9,4,6,FL
62177,54,1,2,1,5,3,1,7,4,4,MD
62178,67,1,3,5,5,3,1,2,4,4,HI
62179,61,2,1,5,5,3,0,1,4,1,KY
62180,25,2,1,5,1,2,2,5,3,6,MI
62181,0,2,1,1,1,3,2,7,4,7,TX
62182,63,2,1,5,2,2,1,0,1,4,NC
62183,43,2,1,5,5,3,1,7,4,3,TN
62184,53,2,1,4,1,3,2,1,4,6,MO
62185,64,2,1,5,1,3,2,0,4,6,TX
62186,0,2,9,9,1,3,2,9,4,6,KS
62187,0,0,5,1,2,2,0,3,1,3,TX
62188,56,1,1,5,1,2,2,2,4,6,KS
62189,41,1,1,5,5,3,1,7,4,1,CA
62190,35,1,1,3,1,3,2,7,4,6,AZ
62191,78,1,1,5,2,2,0,0,1,9,DE
62192,54,1,1,5,5,2,1,3,3,4,MI
62193,65,1,2,5,5,2,0,2,4,9,MS
62194,36,2,1,5,1,1,2,4,3,6,IL
62195,59,1,6,4,1,3,2,1,3,6,WA
62196,61,1,1,2,1,2,2,4,4,7,MI
62197,39,2,6,4,5,3,1,3,4,2,LA
62198,33,2,1,3,1,2,2,9,3,4,MN
62199,43,2,2,1,5,3,1,6,4,3,LA
62200,27,1,3,1,2,2,1,0,2,3,MA
62201,34,2,2,1,5,3,1,4,4,1,AL
62202,73,2,1,5,1,3,2,7,4,6,MI
62203,34,1,2,4,2,3,0,9,2,3,IL
62204,60,1,1,1,1,1,2,0,4,4,MI
62205,50,1,1,4,2,2,2,2,2,4,VA
62206,0,2,9,9,2,2,0,7,1,4,TX
62207,48,1,1,2,1,2,2,2,3,3,WA
62208,71,1,1,1,1,3,0,2,4,6,KS
62209,23,2,5,5,5,2,0,9,4,9,AZ
62210,33,1,1,1,1,3,2,5,3,6,WI
62211,65,2,1,9,5,3,1,3,4,2,NC
62212,22,2,1,1,1,2,0,3,4,7,MS
62213,54,1,3,4,5,2,1,9,3,4,PA
62214,0,2,1,1,2,3,0,1,2,6,GA
62215,51,2,2,4,5,1,1,9,4,4,MD
62216,52,1,1,5,1,3,2,2,4,6,IL
62217,0,0,9,9,9,3,0,1,0,9,TN
62218,64,2,1,2,5,3,1,7,4,3,CA
62219,55,2,5,5,2,2,1,5,2,3,DC
62220,41,2,1,1,5,3,1,7,4,1,VA
62221,37,1,1,5,1,2,0,0,4,6,WI
62222,43,2,1,1,5,2,1,2,3,4,GA
62223,76,1,1,1,2,3,2,5,2,6,MO
62224,72,1,1,4,2,2,0,9,2,6,PA
62225,37,1,1,2,2,3,0,9,2,7,PA
62226,59,1,1,5,2,3,0,0,1,4,WI
62227,50,2,5,2,5,2,1,9,3,9,TX
62228,57,1,1,5,1,3,2,3,4,7,FL
62229,44,2,1,5,2,3,1,7,2,1,CA
62230,38,2,1,5,2,3,0,9,2,1,MA
62231,39,1,1,5,1,2,2,3,4,6,MI
62232,28,1,6,5,5,2,1,9,4,2,MA
62233,42,1,5,5,2,2,0,1,2,4,TX
62234,63,1,1,5,1,2,2,5,4,9,NH
62235,77,2,1,5,2,3,1,7,2,2,NY
62236,59,1,1,5,2,2,0,3,1,9,MO
62237,64,2,5,2,2,3,2,4,2,6,TX
62238,75,2,1,5,2,3,0,0,1,9,NH
62239,60,1,1,4,5,3,1,3,4,2,IL
62240,25,1,5,5,5,3,0,5,3,3,NV
62241,75,2,1,5,1,2,2,1,4,6,MO
62242,27,1,5,4,1,2,2,7,4,6,CA
62243,0,1,5,1,2,3,2,4,2,6,TX
62244,37,2,1,5,1,2,2,5,4,7,PA
62245,25,2,1,4,2,2,0,4,2,9,IN
62246,66,2,1,4,2,2,2,7,2,6,NH
62247,64,1,2,1,5,3,1,5,4,4,SC
62248,60,2,1,1,5,3,1,7,4,9,MI
62249,26,2,1,4,2,2,0,5,1,4,WV
62250,69,2,1,4,5,3,1,7,4,4,VA
62251,21,1,5,2,2,3,1,2,2,4,VA
62252,67,2,4,1,1,3,2,4,4,6,AR
62253,23,1,1,5,5,3,1,5,3,1,FL
62254,62,1,1,1,1,3,2,6,4,6,MN
62255,63,2,1,1,2,2,2,1,2,7,FL
62256,39,2,2,4,5,2,1,3,4,5,LA
62257,80,1,1,5,2,3,2,2,2,5,FL
62258,23,1,1,4,1,1,0,9,3,5,VA
62259,72,2,1,4,5,3,0,3,4,4,SD
62260,51,2,1,3,1,3,2,7,4,7,FL
62261,62,2,2,1,5,3,1,0,4,4,CA
62262,49,1,1,3,1,3,0,7,4,6,TN
62263,64,1,1,1,1,1,2,7,3,6,AR
62264,50,2,1,1,4,1,0,9,1,9,TX
62265,39,2,1,5,1,2,2,7,4,9,VA
62266,46,2,5,4,2,1,0,6,2,4,CA
62267,34,1,1,5,1,1,0,9,3,4,CA
62268,54,2,1,5,1,1,0,1,4,9,KS
62269,61,2,1,5,1,3,1,7,3,4,NJ
62270,64,2,1,1,1,3,2,5,4,7,WV
62271,62,1,1,5,2,3,2,9,2,4,IL
62272,35,1,1,5,4,2,1,4,2,4,TX
62273,43,2,1,4,5,2,1,3,4,2,MI
62274,58,2,1,3,5,2,0,2,3,4,KS
62275,68,1,1,5,5,3,1,4,4,2,MO
62276,78,2,1,4,1,3,1,5,3,5,IN
62277,48,1,1,2,1,2,0,1,3,6,WI
62278,80,1,1,1,1,3,1,1,3,4,OH
62279,46,2,1,5,1,3,1,2,4,5,MA
62280,71,1,1,2,2,3,1,7,2,3,IN
62281,64,1,1,3,2,3,1,3,2,5,IN
62282,23,2,1,4,5,2,1,2,3,2,CA
62283,44,2,1,4,2,2,0,9,1,9,PA
62284,50,2,1,1,1,3,2,4,4,6,ID
62285,27,1,1,5,1,3,0,2,4,5,PA
62286,54,2,1,5,1,3,2,3,4,6,TN
62287,45,1,1,5,2,2,0,2,1,9,KS
62288,68,2,1,2,1,2,2,3,3,5,KS
62289,23,2,1,3,2,2,0,9,1,1,OH
62290,23,1,1,5,5,3,1,5,4,2,ID
62291,77,2,1,5,2,3,1,7,1,4,MI
62292,72,2,2,1,2,3,1,5,2,2,TX
62293,71,2,1,5,1,3,2,9,4,7,TN
62294,71,1,1,2,2,2,2,9,2,7,MS
62295,56,2,1,2,1,2,2,7,4,7,CA
62296,0,2,1,1,1,2,2,2,4,7,OH
62297,0,1,9,9,4,3,0,3,1,9,WI
62298,62,1,1,2,1,3,2,1,4,4,KY
62299,35,1,1,5,1,3,1,5,3,4,OH
62300,70,2,2,2,5,3,1,5,4,1,OK
62301,29,2,1,2,1,1,2,3,3,4,WI
62302,71,2,1,2,2,2,2,7,1,9,IL
62303,36,1,1,5,2,1,2,9,1,9,LA
62304,66,1,1,5,2,3,3,9,1,6,NY
62305,58,2,6,1,2,3,1,5,2,3,GA
62306,71,2,5,4,2,3,1,9,2,3,ID
62307,42,2,2,1,2,3,0,9,2,1,TX
62308,77,2,1,1,1,3,2,5,4,7,CA
62309,43,2,1,5,2,3,2,7,1,4,NC
62310,59,2,1,5,2,3,1,1,2,4,MI
62311,32,2,1,5,5,1,1,6,3,4,NC
62312,66,2,1,4,1,1,2,0,4,6,FL
62313,61,1,1,1,1,2,0,9,3,5,MD
62314,80,2,1,4,2,2,1,2,1,5,CA
62315,42,1,1,5,1,2,1,7,3,3,NJ
62316,80,1,1,1,5,3,0,3,4,2,DC
62317,43,2,1,4,5,3,1,2,3,4,SC
62318,72,1,1,2,5,3,1,4,4,3,MO
62319,80,1,1,5,5,3,1,2,3,2,MA
62320,35,2,1,1,2,2,3,2,2,4,UT
62321,52,1,6,5,2,2,2,9,2,5,CA
62322,73,1,3,4,5,3,2,9,4,4,CA
62323,55,2,1,5,2,3,1,3,2,3,DC
62324,35,2,1,1,1,1,2,1,3,4,KY
62325,59,2,1,3,1,1,2,2,3,9,GA
62326,55,1,5,1,5,1,1,9,4,3,NE
62327,38,2,2,4,5,2,1,2,4,2,CT
62328,51,2,1,5,5,2,1,1,4,3,MO
62329,69,2,1,2,5,3,1,5,4,1,PA
62330,33,2,1,5,1,2,2,1,4,6,TX
62331,74,2,1,2,1,3,2,7,4,7,PA
62332,32,2,1,5,1,3,2,3,4,6,TX
62333,79,2,1,1,2,3,2,4,2,4,WA
62334,76,1,5,5,5,3,1,7,4,4,FL
62335,70,2,1,2,1,3,2,7,4,6,IN
62336,62,2,1,1,5,3,1,4,4,2,OK
62337,60,1,1,5,2,3,2,7,2,9,MO
62338,35,1,1,5,4,1,0,9,1,9,TX
62339,40,2,1,4,1,3,1,7,3,4,OK
62340,80,2,1,5,2,3,1,3,2,2,WA
62341,40,2,1,5,1,2,2,2,3,4,OH
62342,25,1,1,5,1,2,0,9,4,9,AZ
62343,43,2,1,2,1,2,2,5,4,5,GA
62344,59,1,1,5,1,2,2,6,3,4,NJ
62345,57,2,1,5,5,2,0,9,4,9,FL
62346,80,1,4,4,2,3,1,3,1,5,OH
62347,80,2,1,5,5,1,1,3,3,3,AZ
62348,70,2,5,1,5,2,1,3,4,6,TX
62349,38,1,1,4,5,3,1,7,4,2,MA
62350,73,1,1,2,1,3,2,7,4,6,IL
62351,47,1,1,5,2,3,1,7,2,2,MA
62352,37,1,1,5,2,2,1,2,1,3,WA
62353,48,1,1,5,1,3,2,3,4,9,PA
62354,33,2,1,2,1,2,2,2,4,5,TX
62355,65,1,1,3,1,3,2,2,3,9,IL
62356,60,2,1,2,2,2,0,1,2,5,CO
62357,67,2,5,2,5,3,1,5,4,4,TX
62358,0,1,5,4,5,2,1,2,4,4,WI
62359,72,1,1,4,2,3,1,7,2,4,CA
62360,22,2,1,4,5,3,1,5,4,4,VA
62361,55,2,1,5,5,3,1,7,3,2,TN
62362,62,1,1,2,1,1,2,4,3,6,NJ
62363,38,1,1,2,1,1,2,7,3,5,DC
62364,52,2,1,1,1,3,2,1,4,7,TN
62365,45,2,1,4,2,1,1,9,2,2,KS
62366,40,1,6,5,1,3,2,1,3,6,OK
62367,68,2,1,5,1,3,2,1,4,7,OK
62368,53,2,1,5,1,2,2,3,4,6,NC
62369,63,1,6,5,5,3,1,1,4,2,MD
62370,80,2,1,1,1,3,2,5,4,7,TN
62371,55,2,1,4,5,2,1,9,4,9,OH
62372,71,2,1,1,1,3,2,4,4,7,TN
62373,62,2,1,2,5,2,1,7,3,3,WA
62374,64,2,1,2,5,3,0,9,4,4,IA
62375,62,2,1,5,5,3,1,7,4,2,TN
62376,41,2,2,1,2,1,1,9,2,9,NC
62377,24,1,1,5,1,1,0,9,3,9,WY
62378,71,2,1,5,1,3,2,2,4,6,IN
62379,39,2,5,5,2,1,0,9,2,2,IN
62380,39,2,5,4,2,1,0,9,1,3,CA
62381,0,1,1,5,1,3,2,3,3,6,AZ
62382,56,1,1,3,1,2,2,9,3,5,NE
62383,51,2,1,5,1,3,2,3,4,4,MA
62384,79,2,1,5,2,3,2,7,2,6,CA
62385,35,2,1,5,5,3,1,6,4,2,NJ
62386,39,1,1,5,4,2,2,7,2,5,TX
62387,73,2,2,2,5,3,1,5,4,4,GA
62388,49,2,1,5,2,2,1,2,2,3,IA
62389,44,2,1,5,2,3,1,3,1,4,MD
62390,57,2,3,4,5,3,1,2,4,3,NJ
62391,22,1,1,5,2,3,1,2,2,4,CA
