responseID,VCF0101,VCF0104,VCF0105a,VCF0110,VCF0114,VCF0127,VCF0128,VCF0130,VCF0140,VCF0143,VCF0146,VCF0147,VCF0901b,VCF0302,VCF0310,VCF0733,VCF0849,VCF0705,VCF0305
61555,54,1,1,4,5,2,4,5,6,5,9,1,TX,5,3,7,1,1,4
61556,27,1,1,4,4,2,1,5,6,1,1,1,KY,1,2,3,5,1,3
61557,52,2,2,3,1,2,1,4,5,1,1,7,MS,5,3,0,1,1,4
61558,50,1,5,1,3,1,2,3,2,5,9,3,OK,5,3,3,5,1,4
61559,73,1,1,3,2,2,1,4,5,1,9,5,MO,1,3,7,5,2,4
61560,62,1,4,4,3,2,4,5,6,5,9,3,IL,2,3,1,1,0,1
61561,41,2,2,4,3,2,1,3,6,1,9,3,IL,2,3,7,1,1,2
61562,34,2,1,4,3,2,1,5,6,1,1,1,ID,2,2,2,1,1,2
61563,36,1,1,3,4,2,4,5,5,1,9,1,GA,5,1,1,1,1,3
61564,64,2,1,3,1,2,1,2,5,1,9,3,MS,1,3,9,5,2,4
61565,53,1,1,3,3,2,4,4,4,1,9,1,IN,1,2,3,5,0,4
61566,40,2,1,4,4,2,1,1,6,1,1,1,CO,1,1,1,5,2,4
61567,68,2,1,4,4,2,1,2,6,5,2,4,CA,1,2,1,5,0,4
61568,73,2,1,4,2,2,2,1,6,1,2,3,NM,2,3,5,5,1,1
61569,67,1,1,4,3,1,1,5,6,5,9,1,FL,5,3,7,1,1,4
61570,40,1,3,3,3,2,4,4,4,5,9,2,GA,4,3,2,5,2,2
61571,62,1,1,2,3,2,1,5,3,1,1,1,OH,1,3,2,5,2,4
61572,35,1,1,4,4,1,2,5,6,1,9,1,CO,5,3,3,1,1,4
61573,72,2,1,4,0,2,1,5,6,1,9,7,AZ,5,3,9,1,0,4
61574,71,1,1,2,3,2,1,5,3,5,9,3,VA,1,2,1,5,0,4
61575,56,2,1,2,3,2,1,3,3,1,2,1,GA,1,3,7,5,2,4
61576,41,1,1,2,3,2,1,4,3,1,9,1,TN,1,2,9,5,0,3
61577,24,1,6,4,5,2,4,5,6,5,2,2,CA,2,3,7,1,1,2
61578,67,2,1,3,3,2,1,5,5,1,1,1,NY,1,2,7,5,2,4
61579,72,2,2,4,3,2,1,2,6,1,9,3,TN,5,3,6,1,1,4
61580,70,1,1,4,3,2,1,5,6,1,9,2,NE,5,3,3,1,1,4
61581,30,2,1,4,4,2,4,3,6,1,1,1,GA,2,2,4,1,1,2
61582,59,1,2,4,2,2,1,1,6,1,1,1,MS,5,2,0,5,1,3
61583,61,2,5,2,4,2,4,5,3,1,9,3,AZ,5,3,1,1,1,4
61584,63,1,1,4,1,2,1,5,6,1,9,2,GA,5,3,7,5,1,4
61585,24,1,1,3,3,2,4,5,5,1,9,2,UT,2,1,3,1,1,2
61586,34,1,1,4,2,2,4,5,6,1,2,7,MN,5,1,2,1,1,3
61587,34,2,5,3,3,2,1,4,5,1,2,7,TX,1,2,9,5,0,3
61588,38,2,2,3,2,2,1,4,5,1,9,2,LA,5,2,2,5,1,4
61589,78,2,1,3,2,2,3,5,5,1,9,5,NH,5,3,7,1,1,4
61590,62,1,1,3,4,2,2,5,5,1,9,7,CT,2,3,4,5,2,2
61591,61,1,1,3,1,2,1,5,5,1,1,1,FL,2,3,7,1,1,2
61592,44,2,1,4,2,2,4,4,6,1,9,3,CO,2,3,3,1,0,1
61593,79,2,1,1,1,2,1,2,2,1,9,5,IL,5,2,2,1,0,3
61594,62,2,1,2,4,1,4,5,3,5,1,1,WA,2,1,9,5,2,1
61595,72,1,1,3,2,2,1,1,5,1,9,1,CT,1,3,3,5,2,4
61596,73,2,1,3,2,1,2,2,5,1,9,3,NY,4,3,3,5,2,2
61597,77,1,2,3,4,2,1,2,5,1,1,5,IN,5,2,7,1,1,4
61598,29,1,1,4,4,2,4,4,6,5,9,7,MN,5,3,6,1,1,4
61599,51,2,3,3,2,2,4,1,5,5,9,1,TX,1,3,5,5,2,4
61600,70,1,1,4,4,2,1,2,6,1,9,3,IL,1,3,5,1,2,4
61601,70,1,1,4,3,2,1,5,6,1,1,1,CA,5,3,7,1,1,4
61602,67,2,1,4,4,2,4,5,6,1,1,1,PA,5,3,6,1,1,4
61603,44,2,1,3,3,1,1,1,5,1,9,1,MT,2,2,7,5,2,2
61604,73,2,1,0,3,1,1,5,9,1,9,7,CA,5,2,3,1,1,3
61605,65,2,2,1,1,2,4,3,2,1,2,4,MS,5,3,1,6,1,4
61606,56,1,1,4,4,2,4,2,6,1,9,1,TN,1,3,1,5,2,4
61607,60,1,1,2,1,2,4,5,3,1,2,3,CA,1,3,3,5,2,4
61608,47,1,5,3,1,2,4,5,5,1,9,2,NM,5,3,7,1,1,4
61609,49,1,1,4,5,2,4,4,6,5,1,1,DC,5,2,9,1,0,4
61610,43,2,1,0,3,2,1,2,9,1,9,1,MS,1,2,0,5,2,4
61611,62,1,1,1,4,2,1,3,2,1,1,3,FL,1,2,2,5,2,4
61612,61,2,1,3,4,2,1,1,5,1,1,1,CA,1,3,9,5,0,4
61613,44,2,5,4,4,2,1,3,6,5,9,1,NV,1,3,4,5,2,3
61614,25,2,5,3,3,2,1,1,5,1,9,2,IA,5,2,7,5,0,3
61615,43,1,1,2,3,2,2,5,3,1,1,1,NY,1,2,2,5,2,4
61616,54,1,1,3,5,2,1,2,5,1,9,7,CA,1,1,7,5,1,3
61617,31,1,2,4,1,2,1,5,6,1,9,2,TX,2,2,9,1,0,2
61618,60,1,1,4,1,2,1,2,6,1,9,1,FL,4,2,1,1,3,2
61619,35,1,1,4,1,1,2,4,6,1,1,2,VA,1,3,4,5,2,3
61620,47,2,1,4,1,2,2,5,6,5,9,1,CA,5,3,6,1,1,3
61621,80,1,1,4,3,2,1,5,6,1,1,1,PA,1,3,7,5,2,4
61622,54,2,1,4,3,2,2,5,6,1,1,3,WA,2,2,7,1,1,2
61623,28,1,1,3,3,1,4,1,5,1,2,2,OH,2,3,7,5,2,2
61624,60,2,1,2,3,2,1,2,3,1,2,1,NC,5,3,5,1,1,4
61625,63,1,1,4,2,2,4,5,6,1,9,1,IL,5,3,7,1,1,4
61626,69,2,1,2,3,2,1,5,3,1,9,3,NC,1,2,1,5,2,4
61627,0,0,1,4,0,1,1,5,6,1,1,5,MN,5,3,9,1,0,4
61628,62,2,1,3,1,2,1,5,5,1,2,2,OH,5,3,3,1,1,3
61629,0,2,1,3,1,2,1,5,5,1,2,3,AR,2,3,7,1,2,2
61630,41,2,5,3,2,2,2,4,5,5,2,3,TX,2,2,1,1,0,1
61631,55,2,2,3,3,2,1,5,5,1,2,1,GA,5,3,3,1,1,4
61632,33,2,1,4,4,2,4,5,6,1,9,7,MD,5,3,4,1,1,4
61633,21,1,1,3,3,2,4,2,5,5,9,2,ID,5,2,9,1,1,3
61634,36,1,1,3,4,2,2,4,5,1,9,1,IL,1,3,1,5,2,4
61635,43,2,1,4,5,2,2,5,6,5,1,3,NJ,1,1,2,5,2,3
61636,63,2,1,4,5,2,4,3,6,5,1,1,NH,5,2,7,1,1,4
61637,45,1,1,2,1,2,4,1,3,1,1,3,NC,5,3,2,1,1,4
61638,37,0,1,3,2,2,2,3,4,1,9,3,MN,2,2,2,1,0,1
61639,32,1,1,2,5,1,4,5,3,1,1,2,OH,1,3,7,5,2,4
61640,42,2,1,3,1,2,1,5,5,1,2,2,KS,5,1,1,1,1,3
61641,64,2,1,3,2,2,1,2,5,1,9,5,CA,5,2,1,1,1,4
61642,35,1,1,1,4,2,4,5,2,5,9,1,UT,2,2,9,5,0,2
61643,34,1,2,2,4,1,1,3,3,1,9,2,NC,5,3,7,1,1,4
61644,48,1,1,3,4,2,2,5,4,1,1,1,WI,1,3,2,5,2,4
61645,39,2,3,3,4,2,4,4,5,5,9,1,WA,5,2,1,1,1,4
61646,59,1,5,2,3,2,2,5,3,1,1,1,TX,1,2,3,5,0,4
61647,69,2,2,3,1,2,1,1,5,1,9,2,IL,5,2,3,1,1,4
61648,51,2,4,2,0,2,1,5,3,1,1,7,SC,4,1,9,6,0,1
61649,80,2,1,2,1,1,2,4,3,5,2,5,PA,2,3,9,5,0,2
61650,48,2,1,4,4,1,2,4,6,1,1,1,CT,5,3,7,1,1,3
61651,32,1,1,3,1,2,4,5,5,1,9,2,CA,2,3,7,1,1,2
61652,52,2,1,4,1,2,1,5,6,1,9,3,NH,2,2,9,5,0,2
61653,0,2,1,4,0,1,1,2,6,1,1,1,KY,2,3,3,5,1,2
61654,54,2,1,3,4,2,1,5,5,1,9,7,KS,2,2,9,5,1,1
61655,72,1,1,4,4,2,1,1,6,1,9,1,KS,1,3,3,5,2,3
61656,64,1,1,3,2,1,1,5,5,1,1,3,TN,4,3,7,5,2,2
61657,60,2,1,3,1,2,2,5,5,1,9,3,WI,2,3,9,5,2,2
61658,59,1,1,3,1,2,4,4,5,1,9,2,TN,1,3,1,5,1,3
61659,51,2,1,4,3,2,1,1,6,1,1,1,AR,1,3,5,5,2,4
61660,39,1,5,4,4,2,4,5,6,5,2,1,KS,2,2,3,1,1,2
61661,24,2,6,2,1,2,3,5,3,1,9,7,CA,2,2,9,1,0,1
61662,80,2,1,1,3,2,2,1,2,1,1,1,NY,1,2,2,5,2,4
61663,44,1,2,2,2,2,1,4,3,1,9,3,GA,5,3,5,5,1,4
61664,67,1,2,4,1,2,4,5,6,1,2,4,MD,5,3,9,5,0,4
61665,0,2,1,4,3,2,1,2,6,1,1,1,ME,2,2,9,5,0,2
61666,52,2,5,4,3,1,4,1,6,5,1,1,TX,2,3,3,5,0,2
61667,41,2,1,4,4,2,3,5,6,1,1,1,VT,5,3,4,1,1,4
61668,69,1,1,4,2,2,4,5,6,1,1,2,IN,5,2,2,1,1,4
61669,71,2,1,4,3,2,4,5,6,1,9,2,CA,5,3,7,1,1,4
61670,61,1,4,3,1,1,4,2,5,1,2,3,OH,2,2,3,5,1,1
61671,28,2,1,4,3,1,2,5,6,1,9,1,IL,5,3,5,1,1,4
61672,43,1,1,3,2,2,2,5,4,1,1,2,WI,1,2,4,5,2,4
61673,36,2,1,3,3,1,1,2,5,1,9,1,KS,1,2,4,5,2,4
61674,77,1,1,4,2,2,2,5,6,1,1,1,MA,5,3,7,1,1,4
61675,65,2,1,3,4,2,4,4,5,1,9,1,NC,1,2,3,5,2,4
61676,61,2,1,2,3,1,2,5,3,1,1,1,PA,5,3,0,1,1,4
61677,80,2,2,2,1,2,1,1,3,1,9,3,MS,2,3,1,1,1,2
61678,30,2,1,3,1,2,1,5,5,1,9,2,TX,1,3,1,5,2,4
61679,51,1,1,3,3,2,4,5,5,1,1,7,NY,5,3,7,1,1,4
61680,63,1,1,3,2,2,4,5,5,1,1,1,TX,2,3,1,5,0,2
61681,48,2,1,3,1,2,1,1,5,1,1,3,TN,1,3,5,5,2,4
61682,73,2,1,3,2,2,1,4,5,1,9,7,MA,2,3,7,1,1,1
61683,26,2,1,4,4,2,1,3,6,1,9,2,PA,1,1,5,5,2,3
61684,74,1,5,2,2,2,2,5,3,1,1,1,CO,5,3,7,1,1,4
61685,42,2,5,3,1,2,4,5,4,1,2,3,TX,2,2,9,1,0,1
61686,49,2,5,1,2,1,2,5,2,5,9,1,IL,1,2,3,5,0,3
61687,27,1,5,4,3,2,1,1,6,1,1,1,OK,1,2,9,5,0,3
61688,53,1,1,4,4,2,4,5,6,1,9,2,DC,5,3,5,1,1,4
61689,64,1,1,3,1,2,1,5,5,1,9,3,ID,4,3,7,1,0,2
61690,61,2,1,2,3,2,4,5,3,1,9,1,OH,1,3,9,5,2,4
61691,26,1,1,4,4,2,4,5,6,1,9,2,MA,5,3,7,1,1,4
61692,66,2,1,3,2,2,1,1,5,1,1,1,TX,1,3,7,5,2,4
61693,0,1,1,4,1,2,1,5,6,1,1,5,ID,1,3,3,5,0,4
61694,29,2,2,4,4,2,1,1,6,1,9,2,GA,2,3,9,1,0,2
61695,57,2,1,4,4,2,4,2,6,1,1,1,SC,1,3,4,5,2,4
61696,66,2,1,3,4,2,2,4,5,1,9,1,NY,2,3,7,5,2,2
61697,25,1,2,2,1,2,2,4,3,1,9,2,MD,5,2,9,5,1,4
61698,36,1,2,2,3,2,1,5,3,1,2,2,MI,5,2,5,1,0,4
61699,31,1,5,2,3,2,4,1,3,5,9,1,CA,2,3,2,1,1,1
61700,70,1,1,4,3,2,2,5,6,1,9,1,NJ,5,3,5,1,1,4
61701,42,1,5,4,4,2,4,5,6,1,9,7,TX,2,3,1,5,0,2
61702,75,2,1,3,1,2,1,5,4,1,9,1,IL,5,3,7,5,1,4
61703,57,2,5,4,3,2,2,9,6,5,1,1,OR,5,3,3,1,1,4
61704,0,1,5,4,0,2,2,2,6,1,9,2,TX,5,3,2,5,1,4
61705,61,1,1,4,3,2,1,4,6,1,9,1,MA,5,3,2,1,1,4
61706,63,2,1,3,2,2,1,5,4,1,9,1,WI,5,3,5,1,1,4
61707,80,1,1,4,3,2,1,2,6,1,1,1,MN,1,3,0,5,2,4
61708,80,2,1,4,3,2,1,1,6,1,9,5,IL,1,3,9,5,1,3
61709,58,1,1,4,3,2,2,1,6,1,9,1,OH,1,3,2,5,2,4
61710,50,1,2,4,3,1,1,2,6,1,2,1,MD,5,3,7,1,0,4
61711,38,2,6,3,1,2,4,5,5,1,9,2,CA,5,2,2,1,0,3
61712,64,1,1,4,3,2,1,5,6,5,1,3,PA,1,3,3,5,2,4
61713,62,1,1,4,3,2,2,4,6,1,1,1,FL,2,3,3,1,1,2
61714,64,1,1,4,3,1,4,5,6,1,9,2,IL,2,3,7,1,1,2
61715,45,2,1,2,3,2,1,4,3,1,9,3,TX,1,1,2,5,2,4
61716,59,2,1,3,3,2,4,5,5,1,9,1,OH,2,2,7,1,0,2
61717,75,1,1,3,1,2,1,1,5,1,1,5,FL,5,2,1,5,0,4
61718,80,2,1,1,1,2,1,5,2,1,1,5,MD,2,1,9,5,0,1
61719,23,1,1,3,3,2,4,5,5,1,9,7,MI,2,1,2,1,0,2
61720,55,2,1,3,1,2,1,5,4,1,1,1,FL,5,3,7,1,1,3
61721,63,1,1,4,4,2,4,5,6,1,1,1,CT,2,2,5,5,2,2
61722,80,1,1,3,5,2,2,5,5,1,9,1,TX,1,3,0,5,2,4
61723,61,1,1,4,0,2,1,2,6,1,1,3,CO,1,2,2,5,2,3
61724,74,2,2,4,2,2,1,1,6,1,9,2,TX,5,1,1,1,0,3
61725,41,2,1,3,2,2,2,3,5,1,9,1,NM,5,2,7,5,1,4
61726,34,2,1,4,4,2,1,5,6,1,9,1,NC,1,3,3,5,2,3
61727,42,2,1,4,5,2,2,4,6,1,1,1,MA,5,3,7,1,1,4
61728,64,2,2,4,4,1,4,5,6,1,1,1,CA,5,3,5,1,1,3
61729,38,2,2,3,2,2,2,5,5,5,2,2,CT,5,2,4,1,1,4
61730,32,2,1,0,3,2,4,5,9,1,2,1,MO,9,3,9,6,0,1
61731,53,2,2,3,1,2,1,1,4,1,1,3,AL,5,2,3,1,1,4
61732,65,2,1,2,3,1,1,1,3,1,1,1,FL,1,2,5,5,2,4
61733,80,2,1,1,1,2,2,4,2,1,1,5,NY,1,1,5,5,2,3
61734,71,2,1,4,3,2,2,3,6,1,9,5,VA,5,3,4,1,1,3
61735,66,2,5,3,2,2,4,1,5,5,1,3,IL,1,1,7,5,1,3
61736,63,2,2,4,3,1,1,1,6,1,9,3,NY,5,3,7,1,1,4
61737,55,1,1,3,1,2,1,5,5,1,9,1,GA,1,3,4,5,2,4
61738,55,2,5,3,4,2,1,2,5,1,9,1,CT,1,3,9,5,0,4
61739,46,2,1,3,3,1,4,1,4,1,1,1,CO,1,3,7,5,2,4
61740,65,1,2,2,1,2,1,5,3,1,9,3,MD,5,3,9,5,0,4
61741,49,1,5,2,3,2,4,2,3,5,9,3,CO,1,2,3,5,2,3
61742,69,2,1,4,3,2,1,4,6,1,1,1,MN,5,3,3,1,1,4
61743,0,1,2,4,3,2,1,1,6,1,1,1,GA,2,1,4,5,1,1
61744,57,1,1,1,3,1,1,1,2,1,1,3,AR,1,1,3,5,2,4
61745,80,1,1,4,3,2,1,5,6,1,1,5,KS,1,3,9,5,0,4
61746,55,2,1,3,4,2,1,5,4,1,9,1,VA,2,3,2,5,2,1
61747,78,1,1,4,5,1,4,4,6,1,9,1,NY,5,3,7,1,1,4
61748,26,1,5,3,4,2,4,5,5,5,2,7,FL,1,3,7,1,2,4
61749,66,1,1,3,2,2,1,3,5,1,2,3,ID,2,3,1,5,0,2
61750,41,1,2,3,4,1,1,4,5,1,9,3,FL,5,2,5,1,1,4
61751,29,1,5,4,3,2,4,5,6,5,9,2,MO,4,3,9,1,0,2
61752,79,1,1,3,1,2,4,5,4,1,9,3,MD,5,3,3,1,1,4
61753,71,1,1,4,4,2,1,2,6,1,1,1,OR,5,3,4,1,1,4
61754,24,1,1,4,3,2,4,5,6,1,9,2,OH,5,3,6,1,1,4
61755,63,1,1,4,4,2,1,5,6,1,1,1,MD,2,2,3,5,2,2
61756,42,2,1,4,3,2,4,2,6,1,1,1,IN,1,2,4,1,2,3
61757,43,2,2,3,1,2,1,5,5,1,9,4,SC,5,3,9,1,3,4
61758,66,1,2,2,1,2,4,3,3,1,9,7,KS,2,3,3,1,1,1
61759,56,1,1,3,4,2,4,5,5,1,9,1,PA,5,3,1,1,1,4
61760,68,1,1,2,2,2,4,3,3,1,9,1,UT,1,3,2,5,2,4
61761,60,2,9,4,0,2,1,9,6,1,9,1,VA,1,1,9,5,0,4
61762,0,2,1,4,2,2,1,1,6,1,2,1,FL,1,1,4,5,2,4
61763,58,2,1,4,4,2,2,3,6,1,1,1,NM,1,3,9,5,0,4
61764,79,2,1,2,0,2,1,5,3,1,1,1,MD,5,3,4,1,1,4
61765,36,1,1,1,3,1,1,5,2,1,9,1,MD,1,2,2,5,2,4
61766,36,2,1,3,4,1,4,5,5,1,1,1,MD,2,1,5,5,2,2
61767,80,2,2,2,2,2,2,3,3,1,2,5,DC,5,3,9,1,1,4
61768,74,1,4,4,5,1,1,5,6,1,9,1,CA,1,2,3,5,2,4
61769,65,2,1,3,5,2,1,5,4,1,9,5,MA,5,3,2,1,1,4
61770,58,1,4,3,4,2,1,1,5,1,1,1,GA,1,2,1,5,2,4
61771,50,2,1,4,4,1,4,5,6,1,1,2,DC,5,3,7,1,1,4
61772,28,2,1,3,2,1,2,4,4,1,9,1,MD,1,3,3,5,2,4
61773,55,2,2,3,1,2,1,1,5,1,1,1,MS,5,3,5,1,1,3
61774,80,1,1,2,3,2,1,5,3,1,9,3,OH,1,3,3,5,2,4
61775,56,2,1,3,4,2,2,2,4,1,1,1,MN,9,3,1,5,2,2
61776,39,1,1,3,2,2,4,5,4,1,9,2,TX,2,3,2,1,0,2
61777,29,1,5,1,2,2,2,5,2,1,9,1,TX,5,1,3,1,0,3
61778,33,2,1,4,4,2,4,5,6,1,9,1,IA,5,1,0,1,1,3
61779,58,1,1,3,4,2,4,5,5,1,9,1,NM,1,1,0,5,2,4
61780,71,1,1,3,3,2,1,1,4,1,1,1,OK,2,3,2,5,2,2
61781,0,2,2,4,4,2,1,3,6,1,9,2,OH,5,2,4,1,1,3
61782,35,2,2,4,3,2,1,1,6,1,1,1,SC,5,3,1,1,1,3
61783,49,2,2,4,4,2,1,1,6,1,1,1,WI,5,2,3,1,1,4
61784,73,1,1,4,4,2,1,5,6,1,1,4,CO,2,3,7,5,1,1
61785,43,2,5,4,3,1,2,3,6,5,1,1,NY,5,2,9,1,0,3
61786,30,2,5,4,3,2,4,5,6,5,9,7,CA,5,3,1,1,1,3
61787,0,1,5,4,1,1,1,5,6,5,9,7,CT,2,3,9,5,0,2
61788,71,1,1,4,4,2,1,5,6,1,9,1,CT,5,3,7,1,1,4
61789,47,2,3,1,2,2,4,5,2,5,9,1,VA,2,2,2,1,0,1
61790,28,2,1,3,3,2,1,5,5,1,9,1,AL,1,1,9,5,0,4
61791,80,2,1,4,5,2,2,1,6,1,9,5,NJ,1,3,1,5,2,4
61792,55,1,1,4,4,2,4,3,6,1,9,1,UT,1,2,7,5,0,3
61793,73,2,1,4,4,2,4,5,6,1,1,7,IL,5,3,7,1,1,4
61794,62,1,1,3,4,1,4,3,5,1,9,1,NM,5,2,2,1,1,3
61795,51,2,1,3,2,2,1,3,5,1,1,5,MN,2,2,2,1,1,1
61796,67,2,1,2,1,2,1,1,3,1,2,1,SC,1,3,7,5,2,4
61797,0,1,1,3,3,2,4,4,5,1,1,1,OH,4,2,1,6,0,2
61798,80,2,1,4,1,2,4,5,6,1,9,5,MA,5,3,0,1,1,4
61799,30,2,1,4,1,2,4,5,6,1,2,2,DC,5,2,7,1,1,3
61800,58,2,5,1,1,2,2,5,2,1,9,7,CA,5,2,7,5,2,3
61801,27,1,2,3,1,2,4,5,5,1,9,7,IL,2,2,3,1,1,1
61802,48,1,5,4,4,2,2,5,6,5,9,1,TX,2,2,7,5,2,2
61803,60,1,5,2,2,2,2,1,3,5,9,1,CA,5,3,9,1,1,4
61804,45,1,2,3,5,2,4,4,5,1,9,1,TX,5,3,4,1,1,4
61805,40,2,1,3,2,2,4,5,5,1,2,4,TX,2,2,4,1,1,2
61806,37,2,5,2,3,2,4,5,3,1,1,1,FL,5,2,3,1,1,3
61807,27,2,1,4,1,2,1,1,6,1,9,1,LA,2,2,7,5,2,2
61808,49,1,1,4,3,2,4,5,6,1,9,3,IN,2,2,0,1,1,2
61809,80,1,1,2,4,2,1,5,3,1,9,5,UT,2,3,9,5,2,2
61810,54,1,1,2,4,1,4,5,3,1,1,1,MA,1,2,5,5,2,4
61811,44,2,1,4,3,1,1,2,6,1,9,1,OH,5,3,5,1,1,4
61812,59,1,1,4,4,2,2,1,6,1,9,3,NY,1,3,7,5,1,3
61813,46,1,1,4,5,2,2,2,6,5,1,1,MA,1,2,7,5,1,3
61814,69,1,1,4,2,2,2,5,6,1,9,1,GA,5,3,4,1,1,4
61815,39,1,5,2,3,2,4,5,3,1,2,7,IL,2,2,6,5,0,2
61816,77,1,1,4,0,2,1,4,6,1,2,1,PA,4,3,2,1,0,1
61817,80,2,1,3,4,2,2,1,4,1,1,1,PA,5,3,1,1,1,4
61818,29,2,1,4,1,1,1,3,6,1,9,1,OH,1,2,9,5,0,4
61819,72,2,2,4,2,2,1,1,6,1,9,1,NC,5,3,5,1,1,4
61820,50,2,1,4,5,2,1,5,6,1,1,1,VA,1,3,2,1,1,4
61821,38,1,1,4,1,1,4,5,6,1,1,7,CT,2,3,6,5,2,1
61822,53,1,3,4,5,1,4,4,6,5,1,1,CA,5,3,4,1,1,4
61823,63,2,1,0,4,2,2,1,9,1,9,1,NY,2,3,7,5,1,1
61824,70,2,1,2,4,2,2,2,3,1,1,1,MI,2,3,9,5,2,1
61825,50,1,1,3,3,2,1,5,5,1,1,1,TN,5,2,4,1,1,4
61826,26,2,6,3,3,2,1,1,5,1,2,1,TN,1,2,1,5,2,4
61827,75,2,1,3,2,2,1,5,5,5,1,7,OR,2,3,7,1,0,2
61828,0,1,9,4,0,0,2,5,6,1,9,1,CA,5,3,4,1,1,4
61829,49,1,1,4,4,1,2,1,6,1,1,1,AR,1,3,3,5,2,3
61830,63,2,1,4,3,2,1,1,6,1,9,2,NC,1,3,2,5,2,3
61831,77,1,1,3,4,2,4,4,5,1,9,3,CA,2,3,1,5,1,1
61832,65,1,1,4,3,2,4,5,6,1,1,3,ID,5,3,5,1,1,4
61833,56,1,1,2,1,2,1,5,3,1,2,1,IL,2,2,1,5,2,1
61834,72,2,1,2,3,2,2,1,3,1,9,1,PA,5,3,7,5,1,4
61835,25,1,3,4,3,2,4,5,6,5,2,2,WA,5,2,3,1,1,4
61836,80,1,1,2,3,2,2,5,3,5,9,1,FL,2,2,4,5,1,1
61837,69,1,1,4,1,2,4,5,6,1,2,1,MN,2,2,7,5,2,1
61838,0,1,5,4,3,2,4,5,6,5,1,1,PA,2,2,9,1,0,2
61839,23,1,5,3,1,1,2,4,5,5,9,2,CA,5,1,5,1,1,3
61840,56,1,1,2,4,2,4,5,3,1,9,1,AZ,2,3,7,5,1,1
61841,35,1,1,4,3,2,4,5,6,1,2,1,CA,2,3,5,1,1,2
61842,80,2,1,3,2,2,1,5,5,1,9,1,KS,1,3,5,5,2,3
61843,64,2,1,3,3,2,1,5,5,1,9,1,GA,1,3,3,5,0,4
61844,65,1,1,3,2,2,4,5,5,1,9,1,ID,1,1,4,5,0,4
61845,62,2,2,3,2,2,4,3,5,1,1,5,TX,5,2,4,5,1,4
61846,54,2,5,3,1,2,1,1,5,5,2,3,PA,5,3,2,5,1,4
61847,70,2,1,4,4,2,2,4,6,1,9,1,MA,2,3,7,5,2,2
61848,38,1,1,4,4,2,4,5,6,1,2,4,NC,5,3,7,1,1,4
61849,54,1,1,4,4,1,4,5,6,1,1,1,MN,5,3,6,1,1,4
61850,72,1,1,2,2,1,2,5,3,1,9,1,OH,1,3,9,5,2,3
61851,75,2,1,4,4,1,4,5,6,1,9,7,FL,5,3,7,1,1,4
61852,66,2,1,2,1,2,1,5,3,1,9,2,MI,2,1,9,5,2,1
61853,52,1,1,4,3,2,1,4,6,1,2,2,KS,2,1,9,1,1,1
61854,56,2,1,4,4,2,1,4,6,1,9,1,AZ,5,3,7,1,1,4
61855,70,2,1,4,3,1,2,5,6,1,1,1,CA,5,3,7,1,1,4
61856,68,2,1,0,3,1,2,2,9,1,1,1,KY,5,2,6,1,2,3
61857,25,1,6,4,3,2,4,5,6,1,2,2,PA,2,2,6,5,2,2
61858,22,1,1,4,1,2,1,4,6,1,9,2,TX,1,2,4,5,0,3
61859,63,2,2,4,1,2,4,3,6,1,2,3,TX,5,3,3,1,0,4
61860,80,1,1,4,4,2,1,5,6,1,9,1,KY,1,3,7,5,2,4
61861,55,1,1,3,3,2,1,1,4,1,9,1,MI,1,2,5,5,2,4
61862,35,2,3,4,5,2,4,3,6,5,9,1,OH,5,3,7,1,1,3
61863,41,2,1,3,4,2,4,5,5,1,1,1,NC,2,1,3,5,2,2
61864,68,1,5,4,4,2,4,5,6,1,9,1,MA,5,3,3,1,1,4
61865,43,2,1,4,5,2,3,5,6,1,9,1,MD,5,3,7,1,1,4
61866,68,2,1,4,4,2,3,5,6,1,1,1,PA,5,3,4,1,0,4
61867,80,2,1,4,3,2,1,5,6,1,1,5,MI,1,3,7,5,2,3
61868,64,2,1,4,4,2,1,4,6,1,9,1,TN,1,3,9,5,0,3
61869,24,2,1,3,1,2,4,5,5,1,2,2,CA,2,3,2,1,1,2
61870,62,2,3,3,3,2,4,4,5,5,1,2,CO,2,3,7,1,1,2
61871,58,1,5,1,3,2,4,5,2,5,9,1,CO,5,2,4,1,1,4
61872,32,1,1,4,3,2,4,5,6,1,1,1,KY,5,3,3,1,1,3
61873,36,1,1,4,3,1,4,5,6,1,9,7,KS,5,2,2,1,1,4
61874,29,2,1,4,3,2,1,3,6,1,9,1,MN,2,1,9,5,0,2
61875,67,2,1,4,4,2,1,5,6,1,1,1,TX,5,3,7,1,2,3
61876,60,1,1,1,3,2,1,3,2,1,1,1,ID,1,3,2,5,2,4
61877,41,2,1,4,4,2,1,1,6,1,9,1,VA,5,2,6,5,1,3
61878,25,2,1,3,3,2,1,3,5,1,1,2,MO,1,2,9,5,0,4
61879,30,1,1,3,3,1,4,5,5,5,2,7,MD,4,2,7,1,1,2
61880,63,1,2,1,2,2,4,3,2,1,1,2,MO,5,3,7,5,1,4
61881,67,2,1,2,2,2,4,5,3,1,9,5,TN,2,1,9,1,0,2
61882,47,2,6,4,4,1,1,1,6,5,1,1,FL,1,2,3,5,2,3
61883,54,1,1,1,1,2,4,5,2,1,9,2,OH,2,3,4,5,3,2
61884,71,2,2,4,3,2,1,5,6,5,1,3,NM,5,2,4,1,1,4
